launch_id,date,time,rocket,mission,pad_location,location,status,wx_probability,details_url
7afcacb9-32aa-41ee-a000-0c7158f324c2,2025-11-29,00:00:00,Ariane 62,Sentinel-1D,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
a5e8c7ff-f30d-488d-8ef3-b445cbd75fd3,2025-11-30,00:00:00,Falcon 9 Block 5,Sentinel-6B,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
5c7280f6-b793-4899-a6fe-1d274ed46493,2025-11-30,00:00:00,Nuri,CAS500-3,"Naro Space Center, South Korea",South Korea,To Be Determined,,
90232cff-15ff-4755-8a56-4ed544767665,2025-11-30,00:00:00,PSLV-XL,Oceansat-3A,"Satish Dhawan Space Centre, India",India,To Be Determined,,
cf34aee7-a118-433b-8337-05b2c6892815,2025-12-18,22:54:00,Soyuz 2.1a,Progress MS-33 (94P),"Baikonur Cosmodrome, Republic of Kazakhstan",Kazakhstan,To Be Confirmed,,
88d03398-af55-4bca-967e-bfe868a3cbf5,2025-12-31,00:00:00,Falcon 9 Block 5,Project Kuiper (KF-03),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
f9e4852a-fba8-4937-9a86-5a05b3244fb1,2025-12-31,00:00:00,Electron,BlackSky Gen-3 3,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
8e7d57b1-b5c0-4d0d-a575-fe23606bdeee,2025-12-31,00:00:00,Ariane 62,Galileo L14 (FOC FM29 & FM30),"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
550f778d-6c2d-41fc-b182-6f0cd8feda93,2025-12-31,00:00:00,Vulcan,USSF-87,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
2f31a7f0-968a-448d-b447-333bf0341078,2025-12-31,00:00:00,Falcon 9 Block 5,Rivada 4,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
0f72968a-773c-4f73-bc34-5fe40e6affc3,2025-12-31,00:00:00,Falcon 9 Block 5,CAS500-2 & CAS500-4,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
5ca83f30-9e3d-439c-ac1d-b57953943355,2025-12-31,00:00:00,Long March 2F/G,Shenzhou 21,"Jiuquan Satellite Launch Center, People's Republic of China",China,To Be Determined,,
649bf8ed-f2a6-4923-aaf0-6086ad0227f5,2025-12-31,00:00:00,Vulcan,WGS-11,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
0a399395-31f6-424f-9718-4958f7d3867c,2025-12-31,00:00:00,Vulcan,USSF-114,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
05c00251-c8db-4922-9244-d1e407427962,2025-12-31,00:00:00,GSLV Mk II,GSAT-7C,"Satish Dhawan Space Centre, India",India,To Be Determined,,
875ba957-be5f-42bd-8a6e-ed98254f572a,2025-12-31,00:00:00,Firefly Alpha,Jackal AOV,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
36dd2ab6-b454-40c5-8707-7d38c69cf226,2025-12-31,00:00:00,Electron,StriX Launch 8,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
98f70f28-397a-4c0d-aeb2-e7f8a88e0323,2025-12-31,00:00:00,Vulcan,GPS III SV09,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
2d5f2335-c3c2-4306-9dde-8ec37f348ccf,2025-12-31,00:00:00,Falcon 9 Block 5,USSF-36,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
d055f3cc-ef83-4229-98df-73bf68e67581,2025-12-31,00:00:00,Vulcan,USSF-43,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
317a2749-46be-45e3-93f7-fbaecba04ac6,2025-12-31,00:00:00,Vulcan,SDA Tranche 1 Tracking Layer B,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
b3a7aacd-4f23-45a8-aa6c-da9f34804452,2025-12-31,00:00:00,Unknown,Owlet-01,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
04522dea-1450-48f5-bc9d-2d7f1e637f9b,2025-12-31,00:00:00,HASTE,Leidos-3,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
de6db617-3d40-414a-86d6-f365b130df30,2025-12-31,00:00:00,Epsilon S,RAISE-4 & others,"Uchinoura Space Center, Japan",Japan,To Be Determined,,
c3f48f48-0e0a-4bca-917e-de494cfca35b,2025-12-31,00:00:00,Falcon 9 Block 5,BlueBird Block 2 #3,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
156a9e46-01b5-46f4-818e-ea563c71c5fe,2025-12-31,00:00:00,Electron,StriX Launch 9,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
0dcbd5ee-2728-4c79-8dc5-051ea11b888f,2025-12-31,00:00:00,Atlas V 551,Project Kuiper (KA-04),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
594ae0c5-2039-4a1a-a6be-7b0940b2ed2c,2025-12-31,00:00:00,Falcon 9 Block 5,Project Kuiper (KF-02),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
1b11f81e-cdbf-49aa-a7ce-aa79f609046c,2025-12-31,00:00:00,Orbex Prime,Maiden Flight,SaxaVord Spaceport,United Kingdom,To Be Determined,,
dfac5ab7-7017-454f-b6cf-eeed277a97b5,2025-12-31,00:00:00,LVM-3,Gaganyaan-1,"Satish Dhawan Space Centre, India",India,To Be Determined,,
20fa8dc4-8cab-41cf-b452-98a2620f7e86,2025-12-31,00:00:00,Falcon 9 Block 5,Rivada 2,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
dca8749f-1552-485a-8061-f1ad79055b8d,2025-12-31,00:00:00,Falcon 9 Block 5,SDA Tranche 1 Tracking Layer C,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
06201706-da6b-467e-83b2-ef2ff8596e05,2025-12-31,00:00:00,Vulcan,USSF-23,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
0e17bb02-3f94-434e-8520-51c0c5273eee,2025-12-31,00:00:00,Vega-C,PLATiNO 1,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
17d0ec68-f466-4916-9dc5-16123eda6484,2025-12-31,00:00:00,GSLV Mk II,GISAT-2,"Satish Dhawan Space Centre, India",India,To Be Determined,,
0a63b1f5-16e9-44c2-b202-830e86b8e8e7,2025-12-31,00:00:00,Vulcan,USSF-112,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
0196fba7-dd6c-4ba0-bf71-e1460930ffde,2025-12-31,00:00:00,HASTE,Leidos-4,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
01ca3653-126a-4c01-94fb-a9467b39cdac,2025-12-31,00:00:00,H3,Inmarsat satellite,"Tanegashima Space Center, Japan",Japan,To Be Determined,,
ab932c60-d808-4825-ab71-b6fe0a745f15,2025-12-31,00:00:00,Falcon 9 Block 5,Rivada 3,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
b32689fe-b156-4ccd-b824-fd555d12ba24,2025-12-31,00:00:00,Vulcan,USSF-57,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
98ec4234-8c4e-4365-b6c5-6b89da53f8dd,2025-12-31,00:00:00,New Glenn,Blue Moon Pathfinder,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
de3d5d91-f115-4a86-b923-203a91a08735,2025-12-31,00:00:00,Falcon 9 Block 5,Axiom Space Mission 5,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
fa895702-687b-4ba3-95fb-9462a2c9844b,2025-12-31,00:00:00,Falcon 9 Block 5,Rivada 5,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
be8b4b0d-1989-48a5-a96d-e8e4d59ed8b3,2025-12-31,00:00:00,Falcon 9 Block 5,8 x Globalstar-3,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
eaff0f48-04b7-49fc-bee6-9afd9ec8cc5f,2025-12-31,00:00:00,Vega-C,IRIDE 2,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
b5a9bccb-30d7-4af6-8ad1-fabb563be53c,2025-12-31,00:00:00,PSLV,TDS-01,"Satish Dhawan Space Centre, India",India,To Be Determined,,
da43dc2c-00af-4cc1-8ef1-90a60b2eb9e5,2025-12-31,00:00:00,Falcon 9 Block 5,SDA Tranche 1 Transport Layer A,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
d55d90ff-c6e0-48b6-9d05-97d086677997,2025-12-31,00:00:00,Vulcan VC4L,Dream Chaser CRS 2 Flight 2,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
b94b49fc-5784-4dfd-92e7-07e57f50edcd,2025-12-31,00:00:00,Firefly Alpha,TacSat,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
912a8aee-8fc2-47b4-81a5-040fa0e0a36f,2025-12-31,00:00:00,Vega-C,IRIDE 1,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
c101b9da-2165-4d7b-aa9e-12a965ef8cd2,2025-12-31,00:00:00,GSLV,IDRSS-1,"Satish Dhawan Space Centre, India",India,To Be Determined,,
a9ee8337-127d-4f17-9e3a-a07999f80099,2025-12-31,00:00:00,Vulcan,SDA Tranche 1 Tracking Layer D,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
dc1b1aea-7a5f-4b39-9df5-1fd38dd670cf,2025-12-31,00:00:00,H3-22,Michibiki 5 (QZS-5),"Tanegashima Space Center, Japan",Japan,To Be Determined,,
d40b57ec-e294-4aa2-9822-33eb222105cb,2025-12-31,00:00:00,Vulcan,USSF-16,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
9eb09815-c237-4fdd-9057-5b161131240c,2025-12-31,00:00:00,Atlas V 551,Project Kuiper (KA-08),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
cd10c1a7-886f-427d-a653-106001da54d6,2025-12-31,00:00:00,Electron,NorthStar 3,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
a8c191e1-b231-4b2e-aefd-5e8ad55c7a82,2025-12-31,00:00:00,Miura 5,Maiden Flight,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
7df7d8d1-1ec5-41ab-8504-e61204f2873b,2025-12-31,00:00:00,Falcon 9 Block 5,Cygnus CRS-2 NG-22,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
61ba04f7-64c4-443d-836c-151f83954e85,2025-12-31,00:00:00,Skyrora XL,Maiden flight,SaxaVord Spaceport,United Kingdom,To Be Determined,,
bc939d6c-4f57-44d8-8caf-dd81c0872a9e,2025-12-31,00:00:00,Electron,NorthStar 2,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
9d69b85a-940d-4c1a-be75-6449d3b2a836,2025-12-31,00:00:00,Long March 3B/E,Fengyun-4C,"Xichang Satellite Launch Center, People's Republic of China",China,To Be Determined,,
f7a003eb-6eab-48e0-8c53-4ee9b1252696,2025-12-31,00:00:00,Proton-M/Blok DM-03,Elektro-L No.5,"Baikonur Cosmodrome, Republic of Kazakhstan",Kazakhstan,To Be Determined,,
be192717-7a53-4dd6-8977-2200a4fe9773,2025-12-31,00:00:00,Vulcan,NROL-83,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
dfd444f9-ddda-4b35-8f51-cda7cd801809,2025-12-31,00:00:00,Falcon 9 Block 5,Rivada 1,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
a96ece1c-c745-43cc-a08a-b623e7b93957,2025-12-31,00:00:00,Neutron,Maiden Flight,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
91f5f940-da5a-44de-a10a-b44c59066285,2025-12-31,00:00:00,Vega-C,Korean Multi-purpose Satellite 6 (KOMPSAT-6),"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
c5c59136-3554-45e7-9583-9d5611bed7b4,2025-12-31,00:00:00,Soyuz 2.1b/Fregat,Glonass-K1 No. 18,"Plesetsk Cosmodrome, Russian Federation",Russia,To Be Determined,,
ff0a6a32-6513-4e85-9fd8-a2d022add74d,2025-12-31,00:00:00,Atlas V 551,Project Kuiper (KA-07),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
7766f3bb-674c-4c71-b986-963bd633fcfe,2025-12-31,00:00:00,Electron,6x HawkEye 360,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
66172ee0-3d02-4640-a802-55025a51172d,2025-12-31,00:00:00,Electron,StriX Launch 7,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
4b42add0-3da7-4ae7-b830-f8a1aa8dda85,2025-12-31,00:00:00,Falcon 9 Block 5,SDA Tranche 1 Transport Layer C,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
ca4fc7a6-fa84-47f7-89f7-dcf299665817,2025-12-31,00:00:00,Minotaur IV,STP-S29A,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
d3bd7fb2-fac6-49fc-ae52-cee07d2fde67,2025-12-31,00:00:00,Falcon Heavy,Griffin Mission One,"Kennedy Space Center, FL, USA",United States of America,To Be Determined,,
9bfa0324-db74-444f-8dc3-1c7d373ca659,2025-12-31,00:00:00,Falcon 9 Block 5,5x Astranis MicroGEO,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
53769468-bfd3-45c7-a52b-46a68ed7510f,2025-12-31,00:00:00,Falcon 9 Block 5,BlueBird Block 2 #2,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
d9adedc4-8fa1-4a36-84f9-43b8893a6865,2025-12-31,00:00:00,Falcon 9 Block 5,SDA Tranche 1 Transport Layer E,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
581d1d85-bbe8-48f1-9dac-5b4e63503896,2025-12-31,00:00:00,Unknown,VCLS Demo 2 Mission One,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
b0ca3e7a-650e-4af6-bdf9-658e6e114763,2025-12-31,00:00:00,Electron,LEO-PNT Pathfinder A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
46d6822b-82aa-452c-aa34-80b6f052de84,2025-12-31,00:00:00,Falcon 9 Block 5,Rivada 6,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
9f6d8a5a-f77c-42ff-b377-91628862ae59,2025-12-31,00:00:00,Atlas V 551,Project Kuiper (KA-03),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
4c78e865-8f03-4f47-a081-b507da270d19,2025-12-31,00:00:00,Falcon 9 Block 5,USSF-31,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
458e2e52-87b0-4707-96d8-6899f92e53ee,2025-12-31,00:00:00,Soyuz 2.1b/Fregat,Glonass-K1 No. 19,"Plesetsk Cosmodrome, Russian Federation",Russia,To Be Determined,,
3de97847-11cd-40e3-ba7f-e16b276612de,2025-12-31,00:00:00,Electron,BlackSky Gen-3 4,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
b89ab080-66c3-4831-85a9-38d85da71d30,2025-12-31,00:00:00,H3-22,Michibiki 7 (QZS-7),"Tanegashima Space Center, Japan",Japan,To Be Determined,,
b81156da-c0b8-46c8-aebd-8af8d2be83cd,2025-12-31,00:00:00,Electron,BlackSky Gen-3 5,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
fc69c107-b0ad-47e9-8973-9de75a7c6b6d,2025-12-31,00:00:00,Electron,iQPS Launch 4,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
71489c66-8ecd-4610-9847-3620a543fd75,2025-12-31,00:00:00,HASTE,Leidos-5,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
4cc237b2-c61a-491e-9532-466cce81f524,2025-12-31,00:00:00,Ariane 64,ViaSat-3 Asia-Pacific,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,-1.0,
63b7d43c-2711-4191-aa1e-344f9339ff34,2025-12-31,00:00:00,Minotaur IV,EWS OD-1,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
36c05136-e9c5-4d50-ae8e-8a2d38710071,2025-12-31,00:00:00,PSLV,RISAT-2A,"Satish Dhawan Space Centre, India",India,To Be Determined,,
7e89e423-6f47-40a0-b075-c6fc1d9cf228,2025-12-31,00:00:00,Atlas V 551,Project Kuiper (KA-06),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
5ed6ab75-8c5b-4013-93e1-1deb56b14f1d,2025-12-31,00:00:00,Antares 330,Cygnus CRS-2 NG-24,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
4a0681be-ed20-40b9-870b-38de1583c0ef,2025-12-31,00:00:00,Electron,STP-S30,"Wallops Flight Facility, Virginia, USA",United States of America,To Be Determined,,
ac92d963-ebfb-4d18-b48c-04102d8dce8e,2025-12-31,00:00:00,Vulcan,NROL-64,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
86d62815-9266-481b-951e-e53670d27341,2025-12-31,00:00:00,Falcon 9 Block 5,NROL-48,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
5756f935-71f4-44de-a5e9-ecf1fb04ca3c,2025-12-31,00:00:00,Vega-C,PLATiNO 2,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
5d816773-89cb-48b9-9bf0-a9c4d8236785,2025-12-31,00:00:00,Electron,iQPS Launch 5,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
b81dceb4-71a0-41a6-aadd-955c6136b706,2025-12-31,00:00:00,Falcon 9 Block 5,425 Project Flight 5,"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
220e6d9f-33dc-4533-8a48-535ba4c559e2,2025-12-31,00:00:00,GSLV,IDRSS-2,"Satish Dhawan Space Centre, India",India,To Be Determined,,
cb0c27fd-496c-4f74-aa04-9c0e5af33e3c,2025-12-31,00:00:00,Epsilon S,JV-LOTUSat-1,"Uchinoura Space Center, Japan",Japan,To Be Determined,,
4541ce85-0e38-42ac-a9a0-20474bb5f2cd,2025-12-31,00:00:00,Falcon 9 Block 5,SDA Tranche 1 Transport Layer D,"Vandenberg SFB, CA, USA",United States of America,To Be Determined,,
63ddb2d1-8369-4681-8a50-e95819150382,2025-12-31,00:00:00,Vega-C,CSG-3,"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
71eba994-ab9f-4707-ba5e-024cfff73c01,2025-12-31,00:00:00,Ariane 64,Project Kuiper (Ariane 6 #1),"Guiana Space Centre, French Guiana",French Guiana,To Be Determined,,
1e562a6b-f1eb-4c9c-a074-4172c831ed70,2025-12-31,00:00:00,Electron,iQPS Launch 6,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",New Zealand,To Be Determined,,
8a9f7ce9-4ab5-4227-95f1-9f328def8828,2025-12-31,00:00:00,Atlas V 551,Project Kuiper (KA-05),"Cape Canaveral SFS, FL, USA",United States of America,To Be Determined,,
